"Ano","Turma","Disciplina","Notas"
"10.º","CSE","Economia A",19
"10.º","CSE","Economia A",14
"10.º","CSE","Economia A",13
"10.º","CSE","Economia A",18
"10.º","CSE","Economia A",18
"10.º","CSE","Economia A",14
"10.º","CSE","Economia A",12
"10.º","CSE","Economia A",18
"10.º","CSE","Economia A",15
"10.º","CSE","Economia A",13
"10.º","CSE","Economia A",16
"10.º","CSE","Educação Física",19
"10.º","CSE","Educação Física",19
"10.º","CSE","Educação Física",19
"10.º","CSE","Educação Física",18
"10.º","CSE","Educação Física",19
"10.º","CSE","Educação Física",19
"10.º","CSE","Educação Física",18
"10.º","CSE","Educação Física",19
"10.º","CSE","Educação Física",17
"10.º","CSE","Educação Física",17
"10.º","CSE","Educação Física",20
"10.º","CSE","Educação Moral e Religiosa",20
"10.º","CSE","Educação Moral e Religiosa",19
"10.º","CSE","Educação Moral e Religiosa",19
"10.º","CSE","Educação Moral e Religiosa",20
"10.º","CSE","Educação Moral e Religiosa",20
"10.º","CSE","Educação Moral e Religiosa",20
"10.º","CSE","Educação Moral e Religiosa",19
"10.º","CSE","Educação Moral e Religiosa",20
"10.º","CSE","Educação Moral e Religiosa",19
"10.º","CSE","Educação Moral e Religiosa",18
"10.º","CSE","Educação Moral e Religiosa",19
"10.º","CSE","Filosofia",17
"10.º","CSE","Filosofia",15
"10.º","CSE","Filosofia",14
"10.º","CSE","Filosofia",17
"10.º","CSE","Filosofia",17
"10.º","CSE","Filosofia",17
"10.º","CSE","Filosofia",13
"10.º","CSE","Filosofia",19
"10.º","CSE","Filosofia",16
"10.º","CSE","Filosofia",12
"10.º","CSE","Filosofia",17
"10.º","CSE","Física e Química A",17
"10.º","CSE","Física e Química A",15
"10.º","CSE","Geografia A",14
"10.º","CSE","Geografia A",14
"10.º","CSE","Geografia A",18
"10.º","CSE","Geografia A",16
"10.º","CSE","Geografia A",13
"10.º","CSE","Geografia A",18
"10.º","CSE","Geografia A",15
"10.º","CSE","Geografia A",11
"10.º","CSE","Geografia A",17
"10.º","CSE","Inglês",16
"10.º","CSE","Inglês",15
"10.º","CSE","Inglês",14
"10.º","CSE","Inglês",18
"10.º","CSE","Inglês",19
"10.º","CSE","Inglês",17
"10.º","CSE","Inglês",11
"10.º","CSE","Inglês",20
"10.º","CSE","Inglês",13
"10.º","CSE","Inglês",13
"10.º","CSE","Inglês",20
"10.º","CSE","Matemática A",18
"10.º","CSE","Matemática A",10
"10.º","CSE","Matemática A",13
"10.º","CSE","Matemática A",19
"10.º","CSE","Matemática A",19
"10.º","CSE","Matemática A",14
"10.º","CSE","Matemática A",11
"10.º","CSE","Matemática A",19
"10.º","CSE","Matemática A",10
"10.º","CSE","Matemática A",10
"10.º","CSE","Matemática A",18
"10.º","CSE","Português",15
"10.º","CSE","Português",14
"10.º","CSE","Português",10
"10.º","CSE","Português",16
"10.º","CSE","Português",16
"10.º","CSE","Português",14
"10.º","CSE","Português",11
"10.º","CSE","Português",18
"10.º","CSE","Português",11
"10.º","CSE","Português",9
"10.º","CSE","Português",14
"10.º","CT1","Biologia e Geologia",12
"10.º","CT1","Biologia e Geologia",17
"10.º","CT1","Biologia e Geologia",18
"10.º","CT1","Biologia e Geologia",16
"10.º","CT1","Biologia e Geologia",13
"10.º","CT1","Biologia e Geologia",15
"10.º","CT1","Biologia e Geologia",17
"10.º","CT1","Biologia e Geologia",15
"10.º","CT1","Biologia e Geologia",14
"10.º","CT1","Biologia e Geologia",10
"10.º","CT1","Biologia e Geologia",16
"10.º","CT1","Biologia e Geologia",14
"10.º","CT1","Biologia e Geologia",11
"10.º","CT1","Biologia e Geologia",15
"10.º","CT1","Economia A",16
"10.º","CT1","Economia A",13
"10.º","CT1","Educação Física",19
"10.º","CT1","Educação Física",19
"10.º","CT1","Educação Física",19
"10.º","CT1","Educação Física",18
"10.º","CT1","Educação Física",18
"10.º","CT1","Educação Física",18
"10.º","CT1","Educação Física",18
"10.º","CT1","Educação Física",20
"10.º","CT1","Educação Física",19
"10.º","CT1","Educação Física",20
"10.º","CT1","Educação Física",18
"10.º","CT1","Educação Física",19
"10.º","CT1","Educação Física",20
"10.º","CT1","Educação Física",20
"10.º","CT1","Educação Moral e Religiosa",18
"10.º","CT1","Educação Moral e Religiosa",19
"10.º","CT1","Educação Moral e Religiosa",19
"10.º","CT1","Educação Moral e Religiosa",19
"10.º","CT1","Educação Moral e Religiosa",20
"10.º","CT1","Educação Moral e Religiosa",20
"10.º","CT1","Educação Moral e Religiosa",20
"10.º","CT1","Educação Moral e Religiosa",20
"10.º","CT1","Educação Moral e Religiosa",19
"10.º","CT1","Educação Moral e Religiosa",18
"10.º","CT1","Educação Moral e Religiosa",20
"10.º","CT1","Educação Moral e Religiosa",19
"10.º","CT1","Educação Moral e Religiosa",19
"10.º","CT1","Educação Moral e Religiosa",18
"10.º","CT1","Filosofia",14
"10.º","CT1","Filosofia",16
"10.º","CT1","Filosofia",16
"10.º","CT1","Filosofia",16
"10.º","CT1","Filosofia",16
"10.º","CT1","Filosofia",15
"10.º","CT1","Filosofia",16
"10.º","CT1","Filosofia",15
"10.º","CT1","Filosofia",14
"10.º","CT1","Filosofia",11
"10.º","CT1","Filosofia",14
"10.º","CT1","Filosofia",15
"10.º","CT1","Filosofia",13
"10.º","CT1","Filosofia",15
"10.º","CT1","Física e Química A",9
"10.º","CT1","Física e Química A",12
"10.º","CT1","Física e Química A",13
"10.º","CT1","Física e Química A",12
"10.º","CT1","Física e Química A",11
"10.º","CT1","Física e Química A",11
"10.º","CT1","Física e Química A",16
"10.º","CT1","Física e Química A",13
"10.º","CT1","Física e Química A",12
"10.º","CT1","Física e Química A",8
"10.º","CT1","Física e Química A",14
"10.º","CT1","Física e Química A",11
"10.º","CT1","Inglês",7
"10.º","CT1","Inglês",19
"10.º","CT1","Inglês",20
"10.º","CT1","Inglês",19
"10.º","CT1","Inglês",14
"10.º","CT1","Inglês",14
"10.º","CT1","Inglês",20
"10.º","CT1","Inglês",20
"10.º","CT1","Inglês",18
"10.º","CT1","Inglês",8
"10.º","CT1","Inglês",17
"10.º","CT1","Inglês",13
"10.º","CT1","Inglês",11
"10.º","CT1","Inglês",15
"10.º","CT1","Matemática A",10
"10.º","CT1","Matemática A",12
"10.º","CT1","Matemática A",15
"10.º","CT1","Matemática A",12
"10.º","CT1","Matemática A",13
"10.º","CT1","Matemática A",11
"10.º","CT1","Matemática A",17
"10.º","CT1","Matemática A",14
"10.º","CT1","Matemática A",13
"10.º","CT1","Matemática A",9
"10.º","CT1","Matemática A",15
"10.º","CT1","Matemática A",15
"10.º","CT1","Matemática A",12
"10.º","CT1","Matemática A",11
"10.º","CT1","Português",11
"10.º","CT1","Português",14
"10.º","CT1","Português",16
"10.º","CT1","Português",13
"10.º","CT1","Português",14
"10.º","CT1","Português",13
"10.º","CT1","Português",16
"10.º","CT1","Português",15
"10.º","CT1","Português",15
"10.º","CT1","Português",10
"10.º","CT1","Português",12
"10.º","CT1","Português",13
"10.º","CT1","Português",12
"10.º","CT1","Português",12
"10.º","CT2","Biologia e Geologia",16
"10.º","CT2","Biologia e Geologia",14
"10.º","CT2","Biologia e Geologia",12
"10.º","CT2","Biologia e Geologia",13
"10.º","CT2","Biologia e Geologia",14
"10.º","CT2","Biologia e Geologia",14
"10.º","CT2","Biologia e Geologia",16
"10.º","CT2","Biologia e Geologia",11
"10.º","CT2","Biologia e Geologia",13
"10.º","CT2","Biologia e Geologia",13
"10.º","CT2","Biologia e Geologia",17
"10.º","CT2","Biologia e Geologia",11
"10.º","CT2","Biologia e Geologia",9
"10.º","CT2","Biologia e Geologia",17
"10.º","CT2","Biologia e Geologia",12
"10.º","CT2","Biologia e Geologia",14
"10.º","CT2","Biologia e Geologia",16
"10.º","CT2","Biologia e Geologia",18
"10.º","CT2","Biologia e Geologia",12
"10.º","CT2","Biologia e Geologia",13
"10.º","CT2","Biologia e Geologia",10
"10.º","CT2","Biologia e Geologia",11
"10.º","CT2","Educação Física",19
"10.º","CT2","Educação Física",19
"10.º","CT2","Educação Física",18
"10.º","CT2","Educação Física",18
"10.º","CT2","Educação Física",16
"10.º","CT2","Educação Física",19
"10.º","CT2","Educação Física",20
"10.º","CT2","Educação Física",20
"10.º","CT2","Educação Física",19
"10.º","CT2","Educação Física",19
"10.º","CT2","Educação Física",20
"10.º","CT2","Educação Física",17
"10.º","CT2","Educação Física",17
"10.º","CT2","Educação Física",20
"10.º","CT2","Educação Física",17
"10.º","CT2","Educação Física",19
"10.º","CT2","Educação Física",19
"10.º","CT2","Educação Física",19
"10.º","CT2","Educação Física",19
"10.º","CT2","Educação Física",18
"10.º","CT2","Educação Física",20
"10.º","CT2","Educação Física",16
"10.º","CT2","Educação Moral e Religiosa",18
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",18
"10.º","CT2","Educação Moral e Religiosa",18
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",18
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Educação Moral e Religiosa",19
"10.º","CT2","Filosofia",17
"10.º","CT2","Filosofia",19
"10.º","CT2","Filosofia",12
"10.º","CT2","Filosofia",18
"10.º","CT2","Filosofia",15
"10.º","CT2","Filosofia",15
"10.º","CT2","Filosofia",19
"10.º","CT2","Filosofia",15
"10.º","CT2","Filosofia",17
"10.º","CT2","Filosofia",17
"10.º","CT2","Filosofia",19
"10.º","CT2","Filosofia",12
"10.º","CT2","Filosofia",14
"10.º","CT2","Filosofia",19
"10.º","CT2","Filosofia",14
"10.º","CT2","Filosofia",15
"10.º","CT2","Filosofia",18
"10.º","CT2","Filosofia",19
"10.º","CT2","Filosofia",13
"10.º","CT2","Filosofia",15
"10.º","CT2","Filosofia",14
"10.º","CT2","Filosofia",13
"10.º","CT2","Física e Química A",15
"10.º","CT2","Física e Química A",11
"10.º","CT2","Física e Química A",12
"10.º","CT2","Física e Química A",11
"10.º","CT2","Física e Química A",12
"10.º","CT2","Física e Química A",12
"10.º","CT2","Física e Química A",18
"10.º","CT2","Física e Química A",12
"10.º","CT2","Física e Química A",13
"10.º","CT2","Física e Química A",11
"10.º","CT2","Física e Química A",17
"10.º","CT2","Física e Química A",7
"10.º","CT2","Física e Química A",9
"10.º","CT2","Física e Química A",17
"10.º","CT2","Física e Química A",11
"10.º","CT2","Física e Química A",15
"10.º","CT2","Física e Química A",17
"10.º","CT2","Física e Química A",17
"10.º","CT2","Física e Química A",13
"10.º","CT2","Física e Química A",14
"10.º","CT2","Física e Química A",12
"10.º","CT2","Física e Química A",13
"10.º","CT2","Inglês",19
"10.º","CT2","Inglês",19
"10.º","CT2","Inglês",10
"10.º","CT2","Inglês",17
"10.º","CT2","Inglês",11
"10.º","CT2","Inglês",18
"10.º","CT2","Inglês",19
"10.º","CT2","Inglês",19
"10.º","CT2","Inglês",16
"10.º","CT2","Inglês",18
"10.º","CT2","Inglês",19
"10.º","CT2","Inglês",12
"10.º","CT2","Inglês",14
"10.º","CT2","Inglês",19
"10.º","CT2","Inglês",17
"10.º","CT2","Inglês",15
"10.º","CT2","Inglês",19
"10.º","CT2","Inglês",20
"10.º","CT2","Inglês",15
"10.º","CT2","Inglês",12
"10.º","CT2","Inglês",17
"10.º","CT2","Inglês",18
"10.º","CT2","Matemática A",19
"10.º","CT2","Matemática A",12
"10.º","CT2","Matemática A",12
"10.º","CT2","Matemática A",13
"10.º","CT2","Matemática A",9
"10.º","CT2","Matemática A",12
"10.º","CT2","Matemática A",19
"10.º","CT2","Matemática A",14
"10.º","CT2","Matemática A",15
"10.º","CT2","Matemática A",12
"10.º","CT2","Matemática A",20
"10.º","CT2","Matemática A",11
"10.º","CT2","Matemática A",9
"10.º","CT2","Matemática A",20
"10.º","CT2","Matemática A",12
"10.º","CT2","Matemática A",15
"10.º","CT2","Matemática A",16
"10.º","CT2","Matemática A",19
"10.º","CT2","Matemática A",12
"10.º","CT2","Matemática A",15
"10.º","CT2","Matemática A",13
"10.º","CT2","Matemática A",16
"10.º","CT2","Português",17
"10.º","CT2","Português",15
"10.º","CT2","Português",11
"10.º","CT2","Português",16
"10.º","CT2","Português",11
"10.º","CT2","Português",16
"10.º","CT2","Português",17
"10.º","CT2","Português",14
"10.º","CT2","Português",16
"10.º","CT2","Português",14
"10.º","CT2","Português",17
"10.º","CT2","Português",14
"10.º","CT2","Português",15
"10.º","CT2","Português",18
"10.º","CT2","Português",16
"10.º","CT2","Português",16
"10.º","CT2","Português",19
"10.º","CT2","Português",18
"10.º","CT2","Português",15
"10.º","CT2","Português",14
"10.º","CT2","Português",14
"10.º","CT2","Português",13
"10.º","CT3","Biologia e Geologia",12
"10.º","CT3","Biologia e Geologia",11
"10.º","CT3","Biologia e Geologia",14
"10.º","CT3","Biologia e Geologia",16
"10.º","CT3","Biologia e Geologia",17
"10.º","CT3","Biologia e Geologia",12
"10.º","CT3","Biologia e Geologia",12
"10.º","CT3","Biologia e Geologia",16
"10.º","CT3","Biologia e Geologia",11
"10.º","CT3","Biologia e Geologia",11
"10.º","CT3","Biologia e Geologia",10
"10.º","CT3","Biologia e Geologia",17
"10.º","CT3","Biologia e Geologia",12
"10.º","CT3","Biologia e Geologia",14
"10.º","CT3","Biologia e Geologia",13
"10.º","CT3","Biologia e Geologia",13
"10.º","CT3","Biologia e Geologia",16
"10.º","CT3","Biologia e Geologia",16
"10.º","CT3","Biologia e Geologia",9
"10.º","CT3","Biologia e Geologia",8
"10.º","CT3","Biologia e Geologia",19
"10.º","CT3","Biologia e Geologia",11
"10.º","CT3","Biologia e Geologia",14
"10.º","CT3","Biologia e Geologia",13
"10.º","CT3","Biologia e Geologia",12
"10.º","CT3","Educação Física",18
"10.º","CT3","Educação Física",18
"10.º","CT3","Educação Física",15
"10.º","CT3","Educação Física",19
"10.º","CT3","Educação Física",17
"10.º","CT3","Educação Física",18
"10.º","CT3","Educação Física",17
"10.º","CT3","Educação Física",19
"10.º","CT3","Educação Física",18
"10.º","CT3","Educação Física",17
"10.º","CT3","Educação Física",18
"10.º","CT3","Educação Física",18
"10.º","CT3","Educação Física",18
"10.º","CT3","Educação Física",20
"10.º","CT3","Educação Física",18
"10.º","CT3","Educação Física",19
"10.º","CT3","Educação Física",20
"10.º","CT3","Educação Física",17
"10.º","CT3","Educação Física",20
"10.º","CT3","Educação Física",20
"10.º","CT3","Educação Física",20
"10.º","CT3","Educação Física",19
"10.º","CT3","Educação Física",18
"10.º","CT3","Educação Física",17
"10.º","CT3","Educação Física",20
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Educação Moral e Religiosa",18
"10.º","CT3","Educação Moral e Religiosa",19
"10.º","CT3","Filosofia",17
"10.º","CT3","Filosofia",16
"10.º","CT3","Filosofia",17
"10.º","CT3","Filosofia",18
"10.º","CT3","Filosofia",18
"10.º","CT3","Filosofia",14
"10.º","CT3","Filosofia",11
"10.º","CT3","Filosofia",15
"10.º","CT3","Filosofia",16
"10.º","CT3","Filosofia",12
"10.º","CT3","Filosofia",15
"10.º","CT3","Filosofia",17
"10.º","CT3","Filosofia",18
"10.º","CT3","Filosofia",18
"10.º","CT3","Filosofia",15
"10.º","CT3","Filosofia",17
"10.º","CT3","Filosofia",18
"10.º","CT3","Filosofia",16
"10.º","CT3","Filosofia",12
"10.º","CT3","Filosofia",11
"10.º","CT3","Filosofia",18
"10.º","CT3","Filosofia",15
"10.º","CT3","Filosofia",15
"10.º","CT3","Filosofia",16
"10.º","CT3","Filosofia",16
"10.º","CT3","Física e Química A",14
"10.º","CT3","Física e Química A",11
"10.º","CT3","Física e Química A",15
"10.º","CT3","Física e Química A",18
"10.º","CT3","Física e Química A",19
"10.º","CT3","Física e Química A",9
"10.º","CT3","Física e Química A",8
"10.º","CT3","Física e Química A",16
"10.º","CT3","Física e Química A",16
"10.º","CT3","Física e Química A",10
"10.º","CT3","Física e Química A",14
"10.º","CT3","Física e Química A",12
"10.º","CT3","Física e Química A",12
"10.º","CT3","Física e Química A",15
"10.º","CT3","Física e Química A",12
"10.º","CT3","Física e Química A",17
"10.º","CT3","Física e Química A",18
"10.º","CT3","Física e Química A",18
"10.º","CT3","Física e Química A",8
"10.º","CT3","Física e Química A",8
"10.º","CT3","Física e Química A",20
"10.º","CT3","Física e Química A",10
"10.º","CT3","Física e Química A",12
"10.º","CT3","Física e Química A",11
"10.º","CT3","Física e Química A",15
"10.º","CT3","Inglês",15
"10.º","CT3","Inglês",14
"10.º","CT3","Inglês",11
"10.º","CT3","Inglês",18
"10.º","CT3","Inglês",18
"10.º","CT3","Inglês",10
"10.º","CT3","Inglês",10
"10.º","CT3","Inglês",19
"10.º","CT3","Inglês",16
"10.º","CT3","Inglês",8
"10.º","CT3","Inglês",12
"10.º","CT3","Inglês",17
"10.º","CT3","Inglês",13
"10.º","CT3","Inglês",17
"10.º","CT3","Inglês",18
"10.º","CT3","Inglês",17
"10.º","CT3","Inglês",19
"10.º","CT3","Inglês",19
"10.º","CT3","Inglês",12
"10.º","CT3","Inglês",11
"10.º","CT3","Inglês",20
"10.º","CT3","Inglês",12
"10.º","CT3","Inglês",13
"10.º","CT3","Inglês",16
"10.º","CT3","Inglês",18
"10.º","CT3","Matemática A",14
"10.º","CT3","Matemática A",11
"10.º","CT3","Matemática A",11
"10.º","CT3","Matemática A",19
"10.º","CT3","Matemática A",18
"10.º","CT3","Matemática A",9
"10.º","CT3","Matemática A",8
"10.º","CT3","Matemática A",17
"10.º","CT3","Matemática A",11
"10.º","CT3","Matemática A",9
"10.º","CT3","Matemática A",9
"10.º","CT3","Matemática A",16
"10.º","CT3","Matemática A",11
"10.º","CT3","Matemática A",14
"10.º","CT3","Matemática A",11
"10.º","CT3","Matemática A",14
"10.º","CT3","Matemática A",19
"10.º","CT3","Matemática A",18
"10.º","CT3","Matemática A",9
"10.º","CT3","Matemática A",9
"10.º","CT3","Matemática A",20
"10.º","CT3","Matemática A",8
"10.º","CT3","Matemática A",18
"10.º","CT3","Matemática A",8
"10.º","CT3","Matemática A",16
"10.º","CT3","Português",15
"10.º","CT3","Português",14
"10.º","CT3","Português",13
"10.º","CT3","Português",17
"10.º","CT3","Português",16
"10.º","CT3","Português",11
"10.º","CT3","Português",9
"10.º","CT3","Português",15
"10.º","CT3","Português",14
"10.º","CT3","Português",12
"10.º","CT3","Português",11
"10.º","CT3","Português",15
"10.º","CT3","Português",13
"10.º","CT3","Português",15
"10.º","CT3","Português",15
"10.º","CT3","Português",14
"10.º","CT3","Português",16
"10.º","CT3","Português",15
"10.º","CT3","Português",10
"10.º","CT3","Português",9
"10.º","CT3","Português",19
"10.º","CT3","Português",11
"10.º","CT3","Português",12
"10.º","CT3","Português",15
"10.º","CT3","Português",14
"10.º","CT4","Biologia e Geologia",12
"10.º","CT4","Biologia e Geologia",16
"10.º","CT4","Biologia e Geologia",14
"10.º","CT4","Biologia e Geologia",10
"10.º","CT4","Biologia e Geologia",15
"10.º","CT4","Biologia e Geologia",11
"10.º","CT4","Biologia e Geologia",12
"10.º","CT4","Biologia e Geologia",16
"10.º","CT4","Biologia e Geologia",14
"10.º","CT4","Biologia e Geologia",13
"10.º","CT4","Educação Física",19
"10.º","CT4","Educação Física",20
"10.º","CT4","Educação Física",17
"10.º","CT4","Educação Física",18
"10.º","CT4","Educação Física",20
"10.º","CT4","Educação Física",20
"10.º","CT4","Educação Física",20
"10.º","CT4","Educação Física",20
"10.º","CT4","Educação Física",20
"10.º","CT4","Educação Física",19
"10.º","CT4","Educação Física",17
"10.º","CT4","Educação Física",20
"10.º","CT4","Educação Física",20
"10.º","CT4","Educação Física",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Educação Moral e Religiosa",19
"10.º","CT4","Filosofia",13
"10.º","CT4","Filosofia",16
"10.º","CT4","Filosofia",11
"10.º","CT4","Filosofia",12
"10.º","CT4","Filosofia",17
"10.º","CT4","Filosofia",11
"10.º","CT4","Filosofia",15
"10.º","CT4","Filosofia",14
"10.º","CT4","Filosofia",15
"10.º","CT4","Filosofia",15
"10.º","CT4","Filosofia",16
"10.º","CT4","Filosofia",14
"10.º","CT4","Filosofia",16
"10.º","CT4","Filosofia",13
"10.º","CT4","Física e Química A",9
"10.º","CT4","Física e Química A",16
"10.º","CT4","Física e Química A",8
"10.º","CT4","Física e Química A",9
"10.º","CT4","Física e Química A",15
"10.º","CT4","Física e Química A",9
"10.º","CT4","Física e Química A",10
"10.º","CT4","Física e Química A",9
"10.º","CT4","Física e Química A",9
"10.º","CT4","Física e Química A",16
"10.º","CT4","Física e Química A",16
"10.º","CT4","Física e Química A",11
"10.º","CT4","Física e Química A",14
"10.º","CT4","Física e Química A",11
"10.º","CT4","Geometria Descritiva A",12
"10.º","CT4","Geometria Descritiva A",13
"10.º","CT4","Geometria Descritiva A",14
"10.º","CT4","Geometria Descritiva A",16
"10.º","CT4","Inglês",14
"10.º","CT4","Inglês",19
"10.º","CT4","Inglês",8
"10.º","CT4","Inglês",9
"10.º","CT4","Inglês",16
"10.º","CT4","Inglês",15
"10.º","CT4","Inglês",18
"10.º","CT4","Inglês",10
"10.º","CT4","Inglês",12
"10.º","CT4","Inglês",16
"10.º","CT4","Inglês",18
"10.º","CT4","Inglês",14
"10.º","CT4","Inglês",16
"10.º","CT4","Inglês",13
"10.º","CT4","Matemática A",13
"10.º","CT4","Matemática A",16
"10.º","CT4","Matemática A",8
"10.º","CT4","Matemática A",8
"10.º","CT4","Matemática A",16
"10.º","CT4","Matemática A",12
"10.º","CT4","Matemática A",16
"10.º","CT4","Matemática A",14
"10.º","CT4","Matemática A",10
"10.º","CT4","Matemática A",15
"10.º","CT4","Matemática A",14
"10.º","CT4","Matemática A",16
"10.º","CT4","Matemática A",16
"10.º","CT4","Matemática A",11
"10.º","CT4","Português",12
"10.º","CT4","Português",14
"10.º","CT4","Português",9
"10.º","CT4","Português",10
"10.º","CT4","Português",15
"10.º","CT4","Português",11
"10.º","CT4","Português",15
"10.º","CT4","Português",14
"10.º","CT4","Português",15
"10.º","CT4","Português",16
"10.º","CT4","Português",15
"10.º","CT4","Português",11
"10.º","CT4","Português",14
"10.º","CT4","Português",13
"10.º","MatA","Matemática A",13
"10.º","MatA","Matemática A",10
"11.º","AV","Desenho A",16
"11.º","AV","Desenho A",15
"11.º","AV","Desenho A",18
"11.º","AV","Desenho A",13
"11.º","AV","Desenho A",16
"11.º","AV","Desenho A",11
"11.º","AV","Desenho A",12
"11.º","AV","Desenho A",18
"11.º","AV","Desenho A",18
"11.º","AV","Desenho A",14
"11.º","AV","Desenho A",14
"11.º","AV","Desenho A",13
"11.º","AV","Desenho A",19
"11.º","AV","Desenho A",17
"11.º","AV","Desenho A",15
"11.º","AV","Educação Física",17
"11.º","AV","Educação Física",16
"11.º","AV","Educação Física",20
"11.º","AV","Educação Física",15
"11.º","AV","Educação Física",13
"11.º","AV","Educação Física",13
"11.º","AV","Educação Física",13
"11.º","AV","Educação Física",19
"11.º","AV","Educação Física",18
"11.º","AV","Educação Física",17
"11.º","AV","Educação Física",13
"11.º","AV","Educação Física",13
"11.º","AV","Educação Física",20
"11.º","AV","Educação Física",15
"11.º","AV","Educação Física",16
"11.º","AV","Educação Moral e Religiosa",19
"11.º","AV","Educação Moral e Religiosa",19
"11.º","AV","Educação Moral e Religiosa",19
"11.º","AV","Educação Moral e Religiosa",19
"11.º","AV","Educação Moral e Religiosa",19
"11.º","AV","Educação Moral e Religiosa",19
"11.º","AV","Educação Moral e Religiosa",19
"11.º","AV","Educação Moral e Religiosa",19
"11.º","AV","Educação Moral e Religiosa",19
"11.º","AV","Filosofia",11
"11.º","AV","Filosofia",11
"11.º","AV","Filosofia",15
"11.º","AV","Filosofia",9
"11.º","AV","Filosofia",9
"11.º","AV","Filosofia",8
"11.º","AV","Filosofia",8
"11.º","AV","Filosofia",13
"11.º","AV","Filosofia",12
"11.º","AV","Filosofia",13
"11.º","AV","Filosofia",9
"11.º","AV","Filosofia",8
"11.º","AV","Filosofia",18
"11.º","AV","Filosofia",10
"11.º","AV","Filosofia",13
"11.º","AV","Geometria Descritiva A",16
"11.º","AV","Geometria Descritiva A",10
"11.º","AV","Geometria Descritiva A",19
"11.º","AV","Geometria Descritiva A",11
"11.º","AV","Geometria Descritiva A",11
"11.º","AV","Geometria Descritiva A",8
"11.º","AV","Geometria Descritiva A",12
"11.º","AV","Geometria Descritiva A",20
"11.º","AV","Geometria Descritiva A",16
"11.º","AV","Geometria Descritiva A",16
"11.º","AV","Geometria Descritiva A",7
"11.º","AV","Geometria Descritiva A",7
"11.º","AV","Geometria Descritiva A",20
"11.º","AV","Geometria Descritiva A",11
"11.º","AV","Geometria Descritiva A",14
"11.º","AV","História da Cultura e das Artes",12
"11.º","AV","História da Cultura e das Artes",10
"11.º","AV","História da Cultura e das Artes",14
"11.º","AV","História da Cultura e das Artes",9
"11.º","AV","História da Cultura e das Artes",12
"11.º","AV","História da Cultura e das Artes",11
"11.º","AV","História da Cultura e das Artes",10
"11.º","AV","História da Cultura e das Artes",17
"11.º","AV","História da Cultura e das Artes",17
"11.º","AV","História da Cultura e das Artes",11
"11.º","AV","História da Cultura e das Artes",9
"11.º","AV","História da Cultura e das Artes",11
"11.º","AV","História da Cultura e das Artes",18
"11.º","AV","História da Cultura e das Artes",11
"11.º","AV","História da Cultura e das Artes",14
"11.º","AV","Inglês",10
"11.º","AV","Inglês",16
"11.º","AV","Inglês",16
"11.º","AV","Inglês",11
"11.º","AV","Inglês",10
"11.º","AV","Inglês",12
